Hotel_Name	City_Name	Features
Mandarin House	san_francisco	253 136 191 192 036 039 076 206 054 165
Suppers	san_francisco	253 231 250 191 192 008 075 206 053 166
A. Sabella's	san_francisco	100 253 231 250 191 192 248 071 123 124 212 075 205 053 166
Alta Mira	san_francisco	099 231 191 192 174 063 040 248 045 074 204 054 166
Tortola Restaurant	san_francisco	100 253 231 250 059 142 234 222 075 205 053 164
Miss Pearl's Jam House	san_francisco	102 191 192 174 063 197 114 040 071 057 215 034 075 204 053 165
Pacific Cafe	san_francisco	250 212 076 206 053 165
Bill's Place	san_francisco	231 191 192 063 156 107 074 204 051 163
Scott's Seafood Grill & Bar	san_francisco	100 253 231 250 191 192 248 036 024 212 075 205 053 166
The Stinking Rose	san_francisco	253 099 231 250 191 192 242 059 123 124 074 205 052 165
Garibaldi's on Presidio	san_francisco	253 231 250 191 192 174 242 036 215 031 140 076 205 053 165
One Market	san_francisco	005 078 208 056 170
Flower Lounge	san_francisco	253 245 191 192 001 039 076 205 053 165
Emporio Armani Express	san_francisco	123 124 078 208 056 170
Modesto Lanzone	san_francisco	080 253 231 191 192 024 215 123 124 075 205 054 167
Campo Santo	san_francisco	253 231 250 197 242 031 142 234 075 205 054 164
Yank Sing	san_francisco	253 193 191 192 114 036 224 156 039 060 076 205 053 164
Sally's Cafe & Bakery	san_francisco	253 231 250 191 192 063 036 156 008 030 047 041 075 204 052 163
Mescolanza	san_francisco	231 036 123 075 205 052 164
Johnny Love's	san_francisco	253 231 250 102 191 192 174 242 114 071 024 215 031 068 078 205 053 170
Adriatic	san_francisco	253 231 250 191 192 036 031 212 075 205 052 166
Embarko	san_francisco	080 253 231 250 102 063 197 114 036 024 215 005 068 075 205 053 166
Ebisu	san_francisco	114 025 128 212 076 205 052 165
Mel's Drive-In	san_francisco	100 253 086 231 250 178 102 191 192 174 114 059 224 156 008 061 107 074 204 052 163
The Buchanan Grill	san_francisco	253 231 250 191 192 242 071 005 008 031 075 205 052 165
Tommaso's	san_francisco	231 250 197 248 059 124 182 075 205 052 164
Clark's by the Bay	san_francisco	253 231 250 191 192 248 036 215 229 008 225 074 204 053 166
Trio Cafe	san_francisco	253 231 250 063 114 156 068 075 205 053 163
Ciao Ristorante	san_francisco	253 231 191 192 174 059 036 215 123 078 205 053 170
FLYING SAUCER	san_francisco	250 245 197 114 031 068 077 205 053 167
Brother's Delicatessen	san_francisco	058 075 204 051 163
Mozarella di Bufala	san_francisco	253 231 250 059 182 078 205 053 170
S. Asimakopoulous	san_francisco	250 103 075 205 052 164
Buca Giovanni	san_francisco	200 191 192 123 076 205 053 167
Fringale	san_francisco	080 253 231 200 114 024 092 076 206 053 166
Hahn's Hibachi	san_francisco	231 036 017 130 074 204 050 163
Ichiban-Kan	san_francisco	253 250 242 128 075 205 053 165
Cha Cha Cha's	san_francisco	253 231 250 102 197 114 036 034 076 204 053 164
Narsai's Cafe	san_francisco	253 231 250 036 031 075 205 053 164
Mai's	san_francisco	253 250 246 075 204 052 164
Mifune	san_francisco	253 231 250 128 075 204 052 163
Pauline's Pizza Pie	san_francisco	253 197 242 031 182 076 204 051 164
Elka	san_francisco	253 231 250 245 191 192 174 242 114 040 224 156 215 212 078 205 053 170
Chu Lin	san_francisco	250 191 192 039 075 204 052 164
Golden Phoenix	san_francisco	231 250 039 078 205 053 170
Alain Rondelli	san_francisco	095 078 208 056 170
Tanuki	san_francisco	253 250 136 128 076 206 052 164
Pietro's	san_francisco	250 136 200 245 123 075 205 054 165
Hard Rock Cafe	san_francisco	026 100 253 099 086 231 250 189 102 191 192 174 197 114 215 008 107 074 204 053 164
Spuntino	san_francisco	253 231 250 102 114 036 224 156 041 123 124 182 075 204 052 164
Caffe Delle Stelle	san_francisco	242 123 078 205 053 170
Jack's Restaurant	san_francisco	253 193 191 192 045 092 075 205 052 167
Harbor Village Restaurant	san_francisco	253 099 191 192 174 024 039 060 076 205 053 165
Cordon Bleu Vietnamese	san_francisco	231 250 246 075 204 051 163
Milano Joe's	san_francisco	253 231 123 124 075 205 052 165
La Traviata Restaurant	san_francisco	253 250 123 124 075 205 053 166
L'Escargot	san_francisco	253 250 174 024 092 076 206 054 167
Cafe Flore	san_francisco	253 250 063 242 156 215 031 041 074 204 053 163
The Half Shell	san_francisco	231 250 245 191 192 063 197 242 036 008 212 075 205 053 165
Helmand	san_francisco	214 253 174 197 114 002 076 206 053 165
Kim's	san_francisco	253 231 191 192 036 008 246 075 205 052 164
Eric's Restaurant	san_francisco	039 078 208 056 170
Cafe 222	san_francisco	200 191 192 174 040 021 008 128 075 205 053 167
Bella Voce	san_francisco	080 099 231 200 193 102 191 192 040 024 123 075 205 054 166
Chez T. J.	san_francisco	076 206 054 169
Trader Vic's ,	san_francisco	191 192 146 010 024 187 075 205 053 167
Franco's	san_francisco	231 250 136 200 102 191 192 063 248 036 123 124 076 205 053 167
Doidge's Kitchen	san_francisco	253 231 250 189 156 008 107 076 205 052 164
Milly's	san_francisco	253 231 250 136 197 036 025 243 076 205 053 165
Sol y Luna	san_francisco	253 250 102 191 192 063 197 242 071 036 024 215 223 075 205 054 166
Kan's	san_francisco	039 075 205 053 166
Ristorante Grifone	san_francisco	253 231 250 245 191 192 036 123 075 205 053 167
Mama's of San Francisco	san_francisco	100 080 099 102 191 192 004 132 036 024 156 041 061 075 204 052 164
Ristorante Milano	san_francisco	231 250 191 192 001 123 076 205 053 166
Tu Lan	san_francisco	136 246 076 204 050 163
Iroha Restaurant	san_francisco	253 250 242 128 078 205 053 170
Vivande Porta Via	san_francisco	080 250 191 192 114 059 036 124 076 205 053 165
La Scene Cafe & Bar	san_francisco	005 078 208 056 170
Maye's Oyster House	san_francisco	253 231 189 191 192 174 059 036 024 212 074 204 052 165
New Joe's	san_francisco	253 231 250 174 156 229 123 124 075 205 052 165
Geordy's	san_francisco	005 031 078 205 053 170
North Beach Restaurant	san_francisco	253 231 250 189 191 192 174 123 075 205 052 166
Ristorante Lucca	san_francisco	231 250 200 191 192 248 123 212 075 205 052 165
Bistro Clovis	san_francisco	242 093 078 205 053 170
Hunan Restaurant	san_francisco	253 191 192 039 076 204 051 164
Cafe Bastille	san_francisco	231 200 191 192 063 242 059 036 224 092 075 205 053 164
Stars Cafe	san_francisco	253 099 250 189 102 114 024 215 025 005 031 076 205 053 165
Stars Cafe	san_francisco	253 099 250 189 102 114 024 215 005 031 076 206 054 168
SQUARE ONE	san_francisco	253 231 250 191 192 174 063 068 140 076 206 053 167
Kabuto Sushi	san_francisco	250 128 076 205 052 166
Fung Lum	san_francisco	250 039 075 205 054 166
Empress of China	san_francisco	253 245 191 192 146 039 075 205 053 166
The Carnelian Room	san_francisco	100 080 253 099 250 193 191 192 146 024 008 045 074 205 054 167
Appam	san_francisco	117 078 208 056 170
Crustacean	san_francisco	253 231 250 197 242 114 036 128 212 075 205 053 166
231 ELLSWORTH	san_francisco	080 253 231 200 245 193 191 192 146 114 036 024 093 076 206 054 167
MASA'S	san_francisco	080 099 200 193 189 174 146 114 040 095 077 207 055 169
Osteria	san_francisco	253 231 123 076 205 053 166
Ton Kiang Restaurant	san_francisco	253 191 192 039 076 204 052 164
Kelly's on Trinity	san_francisco	058 078 208 056 170
Cacti	san_francisco	253 231 250 191 192 063 242 059 036 142 234 222 075 206 054 166
Kirin Chinese Restaurant	san_francisco	136 039 075 204 051 164
Angkor Wat	san_francisco	253 250 057 032 076 205 053 164
The Caprice	san_francisco	080 253 099 250 200 191 192 174 063 248 024 008 045 074 205 054 167
Susie Kate's	san_francisco	253 231 250 242 036 224 005 220 075 205 053 165
La Mediterranee	san_francisco	253 231 191 192 063 114 059 036 156 103 143 075 205 052 164
Julius' Castle	san_francisco	080 099 250 200 245 191 192 174 036 024 045 074 205 054 167
Basta Pasta	san_francisco	214 100 253 086 231 250 191 192 174 063 248 036 123 182 074 204 052 164
Pixley Cafe	san_francisco	231 036 229 031 045 212 074 205 053 164
North India Restaurant	san_francisco	253 250 193 191 192 174 114 059 036 117 076 205 053 166
Narai	san_francisco	231 250 136 197 229 039 235 075 205 052 164
California Pizza Kitchen	san_francisco	026 253 231 250 242 059 031 123 124 182 075 204 052 164
L'Olivier	san_francisco	253 231 193 191 192 174 063 093 076 206 054 167
Taqueria Mission	san_francisco	250 136 063 142 234 076 204 052 162
Little Henry's	san_francisco	253 231 250 123 124 074 204 051 163
Hyde Street Bistro	san_francisco	253 231 250 200 063 097 059 036 015 123 076 206 053 166
Little Joe's	san_francisco	253 231 250 123 124 075 204 052 164
Guernica	san_francisco	253 250 191 192 092 075 205 052 166
Celadon	san_francisco	253 024 021 039 075 204 052 165
AQUA	san_francisco	080 253 200 245 189 102 174 197 242 114 215 140 212 076 206 055 168
Ace Cafe	san_francisco	250 200 102 197 114 215 031 034 074 204 053 164
The Mandarin	san_francisco	099 191 192 024 039 060 076 205 054 167
Rasselas Ethiopian Cuisine	san_francisco	250 191 192 197 242 071 215 001 072 075 205 053 165
Eddie Rickenbacher's	san_francisco	253 231 194 102 036 215 005 107 074 204 053 165
Cypress Club	san_francisco	080 253 099 250 189 102 191 192 174 197 242 114 024 215 005 031 076 206 054 168
Imperial Palace	san_francisco	253 250 136 004 132 039 075 206 053 167
Golden Turtle	san_francisco	231 250 036 246 075 205 053 165
Adriana's	san_francisco	253 231 250 200 063 111 123 124 075 205 052 165
Vicolo Pizzeria	san_francisco	253 250 191 192 123 124 182 076 204 052 163
Trattoria Contadina	san_francisco	253 231 250 102 191 192 229 123 075 205 053 165
Act IV	san_francisco	113 200 191 192 174 040 248 071 093 140 075 206 055 167
Remillards	san_francisco	250 245 191 192 071 036 093 078 205 053 170
Olive's Gourmet Pizza	san_francisco	250 191 192 063 242 036 123 124 182 076 205 052 164
Squid's Cafe	san_francisco	253 231 215 031 212 074 204 052 165
Castagnola's	san_francisco	100 253 231 250 191 192 063 021 156 123 124 212 074 205 052 166
Island Cafe	san_francisco	253 231 250 036 031 243 075 205 053 164
Ichiraku	san_francisco	100 253 250 191 192 128 078 205 053 170
Jackson Fillmore Trattoria	san_francisco	250 224 124 076 205 052 166
Kyo-Ya Restaurant	san_francisco	253 136 245 191 192 174 242 040 128 078 205 053 170
Cairo Cafe	san_francisco	253 231 250 191 192 063 071 059 057 036 069 074 205 052 164
The Rotunda Restaurant	san_francisco	253 113 191 192 005 045 075 205 054 166
King Charcoal BBQ House	san_francisco	250 017 130 075 204 051 164
Umberto's	san_francisco	253 245 193 191 192 174 071 024 123 075 205 053 166
Hamburger Mary's	san_francisco	100 253 231 250 178 197 004 132 114 224 156 215 008 107 074 204 053 163
Mamounia	san_francisco	250 191 192 197 057 144 075 205 054 166
La Rocca's Oyster Bar	san_francisco	231 212 075 205 051 165
Barnaby's By The Bay	san_francisco	100 253 086 231 200 063 036 156 215 008 017 212 073 204 052 165
La Petite Auberge	san_francisco	253 250 200 229 045 093 075 205 053 166
Casa Aguila	san_francisco	250 156 142 234 076 205 052 164
ERNIE'S	san_francisco	080 099 245 193 189 102 191 192 174 146 114 097 024 093 076 206 054 169
La Roca	san_francisco	231 250 174 142 234 212 223 075 205 052 165
Izzy's Steak & Chophouse	san_francisco	253 231 250 194 191 192 059 229 008 225 076 205 053 166
Angkor Palace	san_francisco	253 250 032 076 205 053 164
Maharani	san_francisco	253 250 200 193 191 192 071 036 021 117 243 078 205 053 170
PJ's Oyster Bed	san_francisco	212 078 208 056 170
Chambord	san_francisco	253 231 250 200 102 191 192 063 071 036 156 215 045 092 075 205 053 166
Marin Joe's	san_francisco	253 231 250 191 192 063 248 071 123 075 205 052 165
Bentley's	san_francisco	189 191 192 071 030 047 212 075 205 053 166
Caffe Roma	san_francisco	253 231 250 063 036 156 041 123 124 074 204 053 163
Original Joe's	san_francisco	253 231 250 191 192 174 010 059 036 156 008 123 124 075 205 052 164
SWAN OYSTER DEPOT	san_francisco	231 114 059 212 076 206 052 164
Mom Is Cooking	san_francisco	253 250 142 234 075 203 051 163
Pauli's Cafe	san_francisco	231 250 111 036 224 005 045 075 205 052 165
China Moon Cafe	san_francisco	080 250 200 245 191 192 197 114 024 039 076 205 052 166
Cafe For All Seasons	san_francisco	253 250 200 224 008 075 205 053 164
Le Central	san_francisco	080 189 114 024 031 092 093 075 205 053 167
Hayes Street Grill	san_francisco	253 099 102 191 192 024 031 212 076 205 053 167
Max's Opera Cafe	san_francisco	253 231 250 102 036 024 008 058 129 075 205 053 165
SHERMAN HOUSE	san_francisco	099 250 245 193 191 192 174 242 146 040 248 024 156 031 095 076 207 055 169
Emerald Garden	san_francisco	253 250 200 102 191 192 197 092 246 076 206 053 165
Rendezvous du Monde	san_francisco	140 078 208 056 170
Mela	san_francisco	231 250 197 097 117 078 205 053 170
Scoma's	san_francisco	100 253 099 250 191 192 174 063 123 124 212 075 205 053 166
Boulevard	san_francisco	026 005 078 208 056 170
Vanessi's Nob Hill	san_francisco	080 253 231 250 189 191 192 059 036 024 215 123 075 205 053 167
SILKS	san_francisco	080 200 193 191 192 174 040 024 025 031 076 206 054 168
Yet Wah	san_francisco	229 039 074 204 052 164
Marrakech Moroccan Restaurant	san_francisco	250 193 191 192 174 197 071 024 144 075 205 053 167
Tarantino's Restaurant	san_francisco	100 253 250 191 192 123 124 212 074 204 052 166
Le Cyrano	san_francisco	250 193 093 076 205 053 166
Dal Baffo	san_francisco	080 253 231 245 191 192 114 123 124 076 206 054 168
Kuleto's	san_francisco	099 200 191 192 114 040 248 024 215 123 075 205 054 166
Harry Denton's	san_francisco	253 250 189 102 191 192 063 114 057 024 215 005 031 075 205 054 166
MacArthur Park	san_francisco	253 231 250 191 192 174 063 248 036 024 215 008 017 075 205 053 165
BIX	san_francisco	080 253 250 200 189 102 191 192 114 097 071 024 215 005 031 076 206 054 167
Mike's Chinese Cuisine	san_francisco	253 039 075 205 052 164
Balboa Cafe	san_francisco	080 253 099 086 231 250 200 194 102 004 132 114 024 224 215 229 008 107 075 205 053 165
Cactus Cafe & Taqueria	san_francisco	100 253 231 250 025 031 142 234 075 204 052 163
Caffe Greco	san_francisco	231 250 156 041 123 124 075 205 053 163
Parma	san_francisco	253 245 123 075 205 052 165
Isobune Sushi ,	san_francisco	253 250 128 075 205 053 165
Prego Ristorante	san_francisco	253 231 250 191 192 004 132 114 036 215 123 124 182 075 205 053 166
LA FOLIE	san_francisco	080 200 245 193 189 174 114 036 095 077 206 054 168
RITZ-CARLTON DINING ROOM	san_francisco	253 113 250 245 174 063 146 024 005 076 206 055 169
Miz Brown's Feed Bag	san_francisco	231 156 008 107 078 204 050 163
San Francisco BBQ	san_francisco	250 248 017 235 075 205 052 163
Zuni Cafe	san_francisco	080 253 099 250 200 189 102 063 004 132 114 248 024 156 215 092 123 076 205 053 167
Le Trou Restaurant Francais	san_francisco	253 231 036 095 076 205 053 167
Stanford Park	san_francisco	113 191 192 040 248 071 024 031 074 204 053 166
WaHaKa Oaxaca Mexican Grill	san_francisco	078 208 056 170
U.S. Restaurant	san_francisco	231 191 192 036 156 008 123 074 205 051 163
Delancey Street Restaurant	san_francisco	253 113 250 191 192 063 197 242 114 111 224 005 031 075 206 053 165
ACQUERELLO	san_francisco	080 200 245 191 192 174 114 097 123 076 206 054 168
The Fillmore Grill	san_francisco	253 231 250 102 191 192 242 114 224 215 008 075 204 053 165
Bahia	san_francisco	253 250 102 197 059 057 036 215 020 034 075 204 052 164
The Iron Horse	san_francisco	253 231 250 200 191 192 010 097 248 059 036 024 123 074 205 053 166
Cafe Jacqueline	san_francisco	253 250 200 174 242 093 076 205 053 166
Pacific Heights Bar & Grill	san_francisco	253 231 250 102 191 192 114 024 215 229 212 075 205 053 166
Cafe Marimba	san_francisco	142 234 078 208 056 170
La Cumbre	san_francisco	242 142 234 078 205 053 170
El Paseo	san_francisco	253 250 136 200 191 192 063 248 045 075 206 054 167
Korea House	san_francisco	253 250 136 004 132 001 130 075 205 052 164
Dipsea Cafe	san_francisco	100 253 231 250 200 191 192 248 224 156 008 075 205 053 164
Los Chiles	san_francisco	253 063 036 142 234 074 204 051 163
Tommy's Joynt	san_francisco	250 191 192 197 004 132 010 215 029 074 203 052 163
Barrio Fiesta	san_francisco	253 250 082 078 205 053 170
Gira Polli	san_francisco	123 124 078 208 056 170
Seoul Garden	san_francisco	253 250 136 191 192 004 132 017 130 078 205 053 170
La Pergola	san_francisco	253 231 250 114 036 123 075 205 053 166
South Park Cafe	san_francisco	253 231 245 193 197 114 156 215 092 076 205 053 166
Little City Antipasti Bar	san_francisco	099 250 102 191 192 197 004 132 114 215 068 140 075 205 053 165
Perry's	san_francisco	253 231 250 102 191 192 114 156 215 008 107 075 205 053 165
Alfred's	san_francisco	080 250 200 191 192 174 010 123 124 225 076 206 053 167
California Roastery	san_francisco	086 231 191 192 242 059 036 215 008 045 075 205 052 164
Venticello	san_francisco	231 250 245 191 192 242 229 123 076 205 054 167
Kansai	san_francisco	191 192 174 059 036 128 075 205 052 165
Old Swiss House	san_francisco	253 191 192 248 092 075 205 053 166
Straits Cafe	san_francisco	080 099 231 250 102 197 059 036 024 118 075 205 052 164
Ivy's	san_francisco	253 250 191 192 229 005 031 075 205 053 166
Casa Madrona	san_francisco	250 200 245 191 192 174 248 071 036 005 031 076 206 055 167
Palio d'Asti	san_francisco	253 231 191 192 174 242 114 059 036 024 123 075 205 054 167
Wu Kong	san_francisco	253 250 245 193 191 192 174 024 039 060 076 205 053 165
Kuleto's Trattoria	san_francisco	123 078 208 056 170
Tre Fratelli	san_francisco	253 250 245 191 192 123 075 205 052 165
Ya Ya	san_francisco	191 192 197 140 076 205 053 165
San Remo	san_francisco	123 124 074 205 053 165
Fior d'Italia	san_francisco	080 253 231 250 193 191 192 174 063 010 059 123 074 205 053 166
JoAnn's Cafe	san_francisco	005 078 208 056 170
Alioto's Restaurant	san_francisco	100 253 099 250 200 191 192 063 010 024 124 212 074 204 052 165
Oritalia	san_francisco	253 231 250 197 123 124 128 076 205 053 166
Brasserie Tomo	san_francisco	253 250 136 036 031 095 128 076 205 052 168
Khan Toke Thai House	san_francisco	250 191 192 235 076 206 054 165
Victor's	san_francisco	080 136 200 193 146 040 024 021 031 045 076 206 054 168
FOURNOU'S OVENS	san_francisco	080 099 200 193 191 192 174 040 024 224 005 076 206 054 168
Corona Bar & Grill	san_francisco	253 231 250 194 102 191 192 114 059 224 215 138 142 234 075 205 053 165
Le Club	san_francisco	253 174 146 045 093 075 206 054 168
Geva's Caribbean Cuisine	san_francisco	253 250 191 192 063 197 036 034 075 205 053 165
Bizou	san_francisco	092 123 124 078 208 056 170
Citrus North African Grill	san_francisco	231 250 102 191 192 063 197 224 003 075 205 052 164
Chevys	san_francisco	253 231 250 191 192 004 132 215 142 234 075 205 052 164
Washington Square Bar & Grill	san_francisco	253 200 245 189 102 114 071 024 215 045 075 205 053 166
Milano Pizzeria	san_francisco	253 250 004 132 036 123 182 075 205 052 164
Cafe Kati	san_francisco	253 231 250 242 059 036 031 068 076 206 053 167
Yuet Lee	san_francisco	253 250 039 212 075 204 050 164
DePaula's Brazilian Restaurant	san_francisco	074 204 052 164
Guaymas	san_francisco	253 250 102 191 192 063 114 248 024 215 229 025 142 234 075 205 054 165
Bardelli's	san_francisco	253 231 191 192 123 075 205 053 165
Cafe Macaroni	san_francisco	253 231 250 063 242 059 036 229 124 076 205 052 165
The Squire Restaurant & Wine Cellar	san_francisco	136 040 097 024 045 076 206 054 168
PARK GRILL	san_francisco	100 080 113 231 200 189 191 192 063 114 040 111 071 059 024 224 039 076 206 054 167
Savannah Grill	san_francisco	253 231 250 245 191 192 063 197 036 215 005 031 075 205 053 166
Cuba	san_francisco	250 048 074 203 051 164
Alejandro's Sociedad	san_francisco	253 250 071 142 234 180 223 075 205 053 165
Caffe Sport	san_francisco	253 086 231 102 197 114 215 123 124 075 203 052 166
Bistro Roti	san_francisco	080 253 231 250 200 191 192 063 114 040 248 024 005 031 092 076 205 054 167
Lascaux Bar & Rotisserie	san_francisco	253 200 102 191 192 248 071 024 215 140 075 205 054 167
GREEN'S	san_francisco	080 253 099 250 200 193 191 192 031 243 076 205 054 166
Brandy Ho's on Broadway	san_francisco	253 099 086 231 191 192 039 075 204 052 164
Capellini	san_francisco	100 253 231 250 200 191 192 242 114 123 075 205 054 166
CAMPTON PLACE	san_francisco	080 099 113 250 200 189 102 191 192 174 114 040 024 005 031 077 206 055 168
City of Paris	san_francisco	242 040 092 078 205 053 170
Royal Thai	san_francisco	253 250 063 197 235 076 205 053 164
Cafe Justin	san_francisco	253 231 250 063 242 040 248 156 095 123 075 205 053 167
Clement Street Bar & Grill	san_francisco	253 231 250 194 248 224 215 031 075 205 052 164
Flea Street Cafe	san_francisco	080 253 231 250 200 191 192 059 036 224 031 068 075 205 053 166
Horizons	san_francisco	253 250 063 224 031 212 074 204 053 165
Roosevelt Tamale Parlor	san_francisco	253 231 197 156 142 234 075 204 051 163
Pacific Tap and Grill	san_francisco	005 078 208 056 170
Mo's	san_francisco	100 253 231 250 136 229 008 107 075 204 052 163
Cadillac Bar & Restaurant	san_francisco	253 086 231 250 178 191 192 174 197 114 059 057 036 215 142 234 074 204 052 164
The Pacific Grill	san_francisco	100 136 189 191 192 040 248 071 005 031 212 076 205 054 167
Hong Kong Tea House	san_francisco	253 156 039 060 075 204 051 163
Leticia's	san_francisco	253 231 250 036 215 138 142 234 074 204 052 164
Courtyard Bar & Restaurant	san_francisco	253 231 250 224 215 005 031 075 205 053 165
Sanppo	san_francisco	250 128 075 204 052 164
The Cliff House	san_francisco	099 086 250 178 191 192 063 010 021 224 156 215 008 074 204 053 165
Cafe Riggio	san_francisco	253 231 250 191 192 123 124 075 205 052 165
Samui Thai Cuisine	san_francisco	253 250 136 191 192 235 076 206 052 164
Sam's Anchor Cafe	san_francisco	100 253 250 063 224 215 008 212 074 204 053 164
The Acorn	san_francisco	113 231 250 200 191 192 174 063 242 114 224 215 031 243 075 205 053 164
Garden Court	san_francisco	100 253 113 250 193 242 146 040 071 057 021 156 215 005 075 205 055 167
Bella Vista Restaurant	san_francisco	099 231 200 245 191 192 248 045 075 205 054 167
Alessia	san_francisco	253 231 250 200 191 192 063 123 075 204 052 166
China House Bistro	san_francisco	039 078 208 056 170
McCormick Kuleto Seafood Restaurant	san_francisco	253 250 191 192 174 242 212 075 205 054 167
Moose's	san_francisco	253 250 102 191 192 242 071 215 123 124 140 078 205 053 170
TOMMY TOY'S CHINOISE	san_francisco	253 099 193 189 191 192 174 146 114 036 024 039 095 076 206 055 168
Carrara's	san_francisco	123 075 204 053 163
THE LARK CREEK INN	san_francisco	100 080 253 099 231 250 200 189 191 192 063 114 097 248 005 008 077 206 055 167
Bonta	san_francisco	231 250 123 124 076 205 053 166
Phnom Penh	san_francisco	253 250 036 032 076 205 052 164
Le Domino	san_francisco	136 200 193 102 191 192 092 093 095 076 206 054 167
 Carnegie Deli	washington_dc	100 086 250 252 174 040 036 008 058 074 204 051 163
Elysium	washington_dc	099 250 252 196 193 190 174 040 248 024 224 005 078 208 056 170
PEKING GOURMET INN	washington_dc	253 250 252 191 192 174 114 025 039 076 206 053 165
Tia Queta	washington_dc	253 250 252 191 192 063 142 209 075 205 053 165
Notte Luna	washington_dc	253 086 250 184 102 174 063 125 182 075 205 053 166
The Grill from Ipanema	washington_dc	253 250 184 193 190 197 224 020 075 205 054 165
Georgia Brown's	washington_dc	253 250 189 102 174 114 057 071 024 224 005 220 076 205 054 166
Falls Landing	washington_dc	250 198 245 191 192 174 063 248 059 231 024 045 212 076 206 053 166
Phillips Seafood Grill	washington_dc	253 250 149 062 174 063 224 074 204 052 165
Sunny Garden	washington_dc	253 250 136 252 174 025 039 060 076 205 051 163
MORTON'S OF CHICAGO	washington_dc	137 253 099 250 189 191 192 174 114 059 231 036 024 225 076 206 054 168
Cafe Bethesda	washington_dc	254 150 198 193 190 174 063 059 231 005 092 212 076 205 053 167
Fern Street Bistro	washington_dc	253 068 078 208 056 170
Sakura Palace	washington_dc	253 250 193 190 174 001 128 076 205 053 165
KINKEAD'S	washington_dc	253 099 250 252 245 062 102 191 192 174 063 242 083 084 087 059 231 024 224 025 005 212 232 076 206 054 167
Garden Cafe	washington_dc	250 136 193 190 063 040 084 087 059 231 024 224 025 005 007 076 206 053 166
Sam & Harry's	washington_dc	080 253 099 184 189 191 192 174 059 231 057 071 024 008 212 225 076 206 054 167
Donatello	washington_dc	250 193 062 190 174 063 059 231 125 076 206 053 166
Cafe Petitto	washington_dc	250 252 149 004 224 125 182 075 205 052 164
Tragara	washington_dc	080 253 099 250 193 191 192 174 024 123 076 206 054 167
Hamburger Hamlet	washington_dc	026 100 253 086 250 252 149 194 174 063 224 008 107 075 205 052 163
New Heights	washington_dc	250 174 063 059 231 036 224 005 076 206 054 167
Vietnam Georgetown	washington_dc	250 150 063 246 075 205 052 165
Panjshir	washington_dc	253 250 252 174 036 025 002 076 206 053 164
Lebanese Taverna	washington_dc	253 250 150 252 149 174 063 036 143 076 205 053 165
COEUR DE LION	washington_dc	113 250 252 200 245 196 193 189 174 040 111 083 059 231 057 071 024 224 005 076 206 055 167
I Matti	washington_dc	253 250 252 245 102 191 192 174 114 036 224 125 123 182 076 205 053 166
Il Radicchio	washington_dc	100 254 086 250 252 242 125 182 076 205 053 164
Duangrat's	washington_dc	250 252 245 191 192 174 063 057 071 036 235 076 206 054 165
Haandi	washington_dc	253 250 252 149 174 117 076 206 053 165
American Cafe	washington_dc	100 253 250 252 062 174 063 004 059 231 224 005 074 204 052 164
Primi Piatti	washington_dc	253 099 250 189 191 192 174 063 059 231 123 076 205 054 166
J. Paul's	washington_dc	250 184 149 194 062 102 191 192 004 059 231 224 008 107 212 075 205 053 164
Patisserie Cafe Didier	washington_dc	253 113 250 252 149 174 083 059 231 043 036 156 016 092 076 205 053 164
Crystal Thai	washington_dc	253 250 150 252 174 235 076 205 053 164
Tachibana	washington_dc	174 128 076 206 053 165
TooJay's	washington_dc	253 250 150 252 174 063 036 224 156 058 075 204 051 163
Le Refuge	washington_dc	252 193 190 092 076 206 053 166
Houston's	washington_dc	026 100 253 086 250 184 252 149 194 102 174 114 008 017 107 075 205 053 164
Pines of Rome	washington_dc	254 250 198 252 125 078 208 056 170
Star of Siam	washington_dc	026 253 250 252 063 235 075 205 052 164
The Frog and the Redneck	washington_dc	150 193 174 059 231 007 077 206 054 167
Allegro	washington_dc	113 250 252 193 174 040 083 059 231 057 071 024 021 224 005 076 206 054 166
Bangkok Orchid	washington_dc	250 252 063 021 235 075 205 052 164
Matuba	washington_dc	254 086 250 150 174 128 076 205 052 164
Queen Bee	washington_dc	254 253 250 252 149 174 246 076 205 052 164
Planet Hollywood	washington_dc	026 253 178 086 250 252 149 174 242 004 059 231 005 068 107 074 205 054 164
Sea Catch	washington_dc	253 252 193 190 191 192 174 063 248 212 076 205 054 167
Ciao baby Cucina	washington_dc	253 253 250 184 245 193 190 102 191 192 174 242 114 059 231 024 021 125 123 075 205 054 166
INN AT LITTLE WASHINGTON	washington_dc	011 080 099 250 150 200 193 189 191 192 174 063 040 248 084 087 005 007 077 207 055 169
PESCE	washington_dc	254 253 250 252 149 242 114 059 231 005 092 123 076 205 052 166
Il Forno	washington_dc	100 254 253 250 150 252 149 174 063 182 075 205 051 163
Oval Room	washington_dc	253 099 189 102 174 242 024 005 078 208 056 170
Jaimalito's	washington_dc	253 086 250 184 252 102 191 192 174 063 059 231 229 142 209 222 074 204 053 164
America	washington_dc	100 253 250 184 252 102 191 192 174 063 004 059 231 224 008 074 205 053 164
Music City Roadhouse	washington_dc	100 253 250 252 149 193 191 192 174 063 197 242 010 057 071 036 224 008 220 078 208 056 170
Bangkok Gourmet	washington_dc	250 150 193 174 063 025 090 235 076 205 052 164
